Assay_Type_s	BioSample_s	Experiment_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	environment_biome_s	environment_feature_s	environment_material_s	environmental_package_s	geographic_location_country_and_or_sea_s	geographic_location_latitude_s	geographic_location_longitude_s	investigation_type_s	project_name_s	sequencing_method_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	Organism_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
AMPLICON	SAMEA4041186	ERX1534749	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464272	ERS1212296	15821.UC.LR.P.7	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041187	ERX1534750	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	25	15	2016-06-22	ERR1464273	ERS1212297	15825.UC.LR.P.8	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041188	ERX1534751	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	21	13	2016-06-22	ERR1464274	ERS1212298	15828.UC.LR.P.9	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041189	ERX1534752	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	24	15	2016-06-22	ERR1464275	ERS1212299	15831.UC.LR.P.10	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041190	ERX1534753	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	17	10	2016-06-22	ERR1464276	ERS1212300	15834.UC.LR.P.11	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041191	ERX1534754	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	27	17	2016-06-22	ERR1464277	ERS1212301	15837.UC.LR.P.12	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041192	ERX1534755	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	7	4	2016-06-22	ERR1464278	ERS1212302	15777.CD.F.Q.5	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041193	ERX1534756	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464279	ERS1212303	15785.CD.Imp.Q.6	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041194	ERX1534757	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	12	7	2016-06-22	ERR1464280	ERS1212304	15791.CD.Imp.Q.7	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041195	ERX1534758	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	17	10	2016-06-22	ERR1464281	ERS1212305	15802.CD.ER.Q.8	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041196	ERX1534759	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	24	15	2016-06-22	ERR1464282	ERS1212306	15819.CD.LR.Q.9	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041197	ERX1534760	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	14	8	2016-06-22	ERR1464283	ERS1212307	15829.CD.LR.Q.10	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041198	ERX1534761	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	8	2016-06-22	ERR1464284	ERS1212308	15832.CD.LR.Q.11	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041199	ERX1534762	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	10	6	2016-06-22	ERR1464285	ERS1212309	15838.CD.LR.Q	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041200	ERX1534763	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	10	6	2016-06-22	ERR1464286	ERS1212310	2412.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041201	ERX1534764	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	4	3	2016-06-22	ERR1464287	ERS1212311	2414.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041202	ERX1534765	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	13	8	2016-06-22	ERR1464288	ERS1212312	2415.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041203	ERX1534766	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	10	2016-06-22	ERR1464289	ERS1212313	2409.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041204	ERX1534767	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	4	2	2016-06-22	ERR1464290	ERS1212314	2410.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041205	ERX1534768	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	6	3	2016-06-22	ERR1464291	ERS1212315	2411.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041206	ERX1534769	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	14	9	2016-06-22	ERR1464292	ERS1212316	2424.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041207	ERX1534770	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	7	5	2016-06-22	ERR1464293	ERS1212317	2413.CD.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041208	ERX1534771	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	26	16	2016-06-22	ERR1464294	ERS1212318	16089.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041209	ERX1534772	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	11	7	2016-06-22	ERR1464295	ERS1212319	2422.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041210	ERX1534773	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	20	12	2016-06-22	ERR1464296	ERS1212320	2423.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041211	ERX1534774	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	14	8	2016-06-22	ERR1464297	ERS1212321	16092.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041212	ERX1534775	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	11	2016-06-22	ERR1464298	ERS1212322	2426.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041213	ERX1534776	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	12	7	2016-06-22	ERR1464299	ERS1212323	2419.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041214	ERX1534777	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	33	19	2016-06-22	ERR1464300	ERS1212324	13463.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041215	ERX1534778	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	11	6	2016-06-22	ERR1464301	ERS1212325	2417.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041216	ERX1534779	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464302	ERS1212326	16093.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041217	ERX1534780	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	10	6	2016-06-22	ERR1464303	ERS1212327	13481.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041218	ERX1534781	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464304	ERS1212328	13484.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041219	ERX1534782	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	11	2016-06-22	ERR1464305	ERS1212329	16090.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041220	ERX1534783	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	10	6	2016-06-22	ERR1464306	ERS1212330	16095.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041221	ERX1534784	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	19	11	2016-06-22	ERR1464307	ERS1212331	16097.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041222	ERX1534785	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	12	7	2016-06-22	ERR1464308	ERS1212332	13475.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041223	ERX1534786	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	17	10	2016-06-22	ERR1464309	ERS1212333	13478.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041224	ERX1534787	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	24	14	2016-06-22	ERR1464310	ERS1212334	13487.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041225	ERX1534788	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	20	12	2016-06-22	ERR1464311	ERS1212335	13490.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041226	ERX1534789	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	10	6	2016-06-22	ERR1464312	ERS1212336	16094.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041227	ERX1534790	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	24	15	2016-06-22	ERR1464313	ERS1212337	2420.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041228	ERX1534791	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464314	ERS1212338	2448.UC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041229	ERX1534792	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	11	2016-06-22	ERR1464315	ERS1212339	16096.HHC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041230	ERX1534793	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464316	ERS1212340	16098.HHC.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041231	ERX1534794	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464317	ERS1212341	16104.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041232	ERX1534795	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	10	2016-06-22	ERR1464318	ERS1212342	16105.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041233	ERX1534796	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	27	16	2016-06-22	ERR1464319	ERS1212343	16106.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041234	ERX1534797	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464320	ERS1212344	16107.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041235	ERX1534798	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	21	12	2016-06-22	ERR1464321	ERS1212345	16099.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041236	ERX1534799	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	22	13	2016-06-22	ERR1464322	ERS1212346	16100.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041237	ERX1534800	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	17	10	2016-06-22	ERR1464323	ERS1212347	16101.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041238	ERX1534801	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	11	2016-06-22	ERR1464324	ERS1212348	16102.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041239	ERX1534802	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	10	2016-06-22	ERR1464325	ERS1212349	16103.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041240	ERX1534803	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	29	17	2016-06-22	ERR1464326	ERS1212350	16108.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041241	ERX1534804	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	23	14	2016-06-22	ERR1464327	ERS1212351	16109.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
